index,disclosure_date,transaction_date,owner,ticker,asset_description,type,amount,representative,district,ptr_link,est_amount,Party
0,2021-10-04,2021-09-27,joint,BP,BP plc,purchase,"$1,001 - $15,000",Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019557.pdf,8000,Republican
1,2021-10-04,2021-09-13,joint,XOM,Exxon Mobil Corporation,purchase,"$1,001 - $15,000",Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019557.pdf,8000,Republican
2,2021-10-04,2021-09-10,joint,ILPT,Industrial Logistics Properties Trust - Common Shares of Beneficial Interest,purchase,"$15,001 - $50,000",Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019557.pdf,32500,Republican
3,2021-10-04,2021-09-28,joint,PM,Phillip Morris International Inc,purchase,"$15,001 - $50,000",Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019557.pdf,32500,Republican
4,2021-10-04,2021-09-17,self,BLK,BlackRock Inc,sale_partial,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019570.pdf,8000,Democratic
5,2021-12-01,2021-12-01,joint,AXP,American Express Company,purchase,"$1,001 - $15,000",Aston Donald McEachin,VA04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019930.pdf,8000,Democratic
6,2021-12-01,2021-11-30,,KPLTW,Katapult Holdings Inc - Warrant,purchase,"$1,001 - $15,000",Austin Scott,GA08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019915.pdf,8000,Republican
7,2021-12-01,2021-11-18,,AMD,Advanced Micro Devices Inc,sale_full,"$50,001 - $100,000",Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019917.pdf,75000,Democratic
8,2021-12-01,2021-11-18,,AAPL,Apple Inc,sale_full,"$50,001 - $100,000",Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019917.pdf,75000,Democratic
9,2021-12-01,2021-11-24,,MSFT,Microsoft Corporation,purchase,"$50,001 - $100,000",Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019917.pdf,75000,Democratic
10,2021-12-01,2021-11-24,,MS,Morgan Stanley,purchase,"$100,001 - $250,000",Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019917.pdf,175000,Democratic
11,2021-12-01,2021-11-16,,NEE,NextEra Energy Inc,sale_full,"$1,001 - $15,000",Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019917.pdf,8000,Democratic
12,2021-12-01,2021-11-16,,SLVM,Sylvamo Coproration,sale_full,"$1,001 -",Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019917.pdf,1001,Democratic
13,2021-12-01,2021-11-18,,CG,The Carlyle Group Inc,sale_full,"$50,001 - $100,000",Thomas Suozzi,NY03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019917.pdf,75000,Democratic
14,2021-11-02,2021-10-13,joint,MO,Altria Group Inc,purchase,"$1,001 - $15,000",Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,8000,Republican
15,2021-11-02,2021-10-07,joint,DUKH,Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073,sale_full,"$50,001 - $100,000",Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,75000,Republican
16,2021-11-02,2021-10-08,joint,GSK,GlaxoSmithKline PLC,purchase,"$1,001 - $15,000",Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,8000,Republican
17,2021-11-02,2021-10-07,joint,OLP,One Liberty Properties Inc,purchase,"$1,001 - $15,000",Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,8000,Republican
18,2021-11-02,2021-10-04,joint,PPL,PPL Corporation,purchase,"$1,001 - $15,000",Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,8000,Republican
19,2021-11-02,2021-10-25,joint,SCU,Sculptor Capital Management Inc Class A,purchase,"$15,001 - $50,000",Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,32500,Republican
20,2021-11-02,2021-10-26,joint,SCU,Sculptor Capital Management Inc Class A,purchase,"$1,001 - $15,000",Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,8000,Republican
21,2021-11-02,2021-10-08,joint,VIASP,Via Renewables Inc - 8.75% Series A Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Stock,purchase,"$1,001 - $15,000",Virginia Foxx,NC05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019717.pdf,8000,Republican
22,2020-04-28,2020-02-24,joint,BHC,Bausch Health Companies Inc.,purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
23,2020-04-28,2020-03-06,joint,BAH,Booz Allen Hamilton Holding Corporation,sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
24,2020-04-28,2020-03-23,joint,BYD,Boyd Gaming Corporation,sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
25,2020-04-28,2020-02-04,joint,CTLT,"Catalent, Inc.",purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
26,2020-04-28,2020-03-18,joint,CBRE,CBRE Group Inc Common Stock Class A,sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
27,2020-04-28,2020-03-24,joint,CNC,Centene Corporation,purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
28,2020-04-28,2020-03-31,joint,DG,Dollar General Corporation,purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
29,2020-04-28,2020-02-26,joint,DPZ,Domino's Pizza Inc,sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
30,2020-04-28,2020-02-05,joint,DNKN,"Dunkin' Brands Group, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
31,2020-04-28,2020-02-24,joint,ENV,"Envestnet, Inc",sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
32,2020-04-28,2020-02-21,joint,ENV,"Envestnet, Inc",sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
33,2020-04-28,2020-03-06,joint,AQUA,Evoqua Water Technologies Corp.,purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
34,2020-04-28,2020-03-17,joint,LKQ,LKQ Corporation,sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
35,2020-04-28,2020-02-24,joint,MAS,Masco Corporation,purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
36,2020-04-28,2020-02-05,joint,NXST,"Nexstar Media Group, Inc. - Class A",sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
37,2020-04-28,2020-02-24,joint,OKE,"ONEOK, Inc.",sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
38,2020-04-28,2020-03-09,joint,OKE,"ONEOK, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
39,2020-04-28,2020-02-24,joint,PANW,"Palo alto Networks, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
40,2020-04-28,2020-03-06,joint,RP,"RealPage, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
41,2020-04-28,2020-03-16,joint,QSR,Restaurant Brands International Inc. Common Shares,sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
42,2020-04-28,2020-02-05,joint,QSR,Restaurant Brands International Inc. Common Shares,purchase,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
43,2020-04-28,2020-03-24,joint,SCI,Service Corporation International,sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
44,2020-04-28,2020-02-25,joint,COO,"The Cooper Companies, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
45,2020-04-28,2020-02-24,joint,UNVR,Univar Solutions Inc.,sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
46,2020-04-28,2020-03-17,joint,USFD,US Foods Holding Corp.,sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
47,2020-04-28,2020-02-25,joint,MTN,"Vail Resorts, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
48,2020-04-28,2020-02-26,joint,VLO,Valero Energy Corporation,sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
49,2020-04-28,2020-02-18,joint,WAB,Westinghouse air Brake Technologies Corporation,sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
50,2020-04-28,2020-03-18,joint,WH,"Wyndham Hotels & Resorts, Inc.",sale_full,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
51,2020-04-28,2020-03-17,joint,WH,"Wyndham Hotels & Resorts, Inc.",sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
52,2020-04-28,2020-02-05,joint,XPO,"XPO Logistics, Inc.",sale_partial,"$1,001 - $15,000",Susie Lee,NV03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016193.pdf,8000,Democratic
53,2020-04-28,2020-03-16,self,BRK.B,Berkshire Hathaway Inc. New,sale_full,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016500.pdf,8000,Democratic
54,2020-04-28,2020-03-13,self,BSX,Boston Scientific Corporation,sale_partial,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016501.pdf,1001,Democratic
55,2020-04-28,2020-03-13,self,SPCE,"Virgin Galactic Holdings, Inc.",sale_partial,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016501.pdf,1001,Democratic
56,2020-09-22,2020-08-17,,,Metallic Minerals Corp.,sale_partial,"$100,001 - $250,000",TJ John (Tj) Cox,CA21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20017403.pdf,175000,Democratic
57,2021-03-23,2021-01-27,self,,Zimmer Biomet Holdings,sale_partial,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018447.pdf,8000,Democratic
58,2021-03-23,2021-02-08,,,Zimmer Biomet Holdings,sale_full,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018447.pdf,8000,Democratic
59,2021-03-23,2021-02-08,self,,Zimmer Biomet Holdings,purchase,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018448.pdf,8000,Democratic
60,2021-03-23,2021-02-04,self,DD,"DuPont De Nemours, Inc",sale_full,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018449.pdf,8000,Democratic
61,2021-03-23,2021-02-19,self,,Celegene Corp,sale_full,"$15,001 - $50,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018450.pdf,32500,Democratic
62,2021-03-23,2021-02-16,,,Outfront Media,sale_full,"$15,001 - $50,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018450.pdf,32500,Democratic
63,2021-03-23,2021-03-15,joint,COLD,Americold Realty Trust Common Shares,sale_full,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018451.pdf,8000,Democratic
64,2021-03-23,2021-03-15,self,COLD,Americold Realty Trust Common Shares,sale_full,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018452.pdf,8000,Democratic
65,2021-03-23,2021-03-11,self,ADBE,Adobe Inc,purchase,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf,8000,Democratic
66,2021-03-23,2021-03-12,self,COLD,Americold Realty Trust Common Shares,sale_partial,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf,8000,Democratic
67,2021-03-23,2021-03-15,self,COLD,Americold Realty Trust Common Shares,sale_full,"$15,001 - $50,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf,32500,Democratic
68,2021-03-23,2021-03-11,self,NVDA,NVIDIA Corporation,purchase,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018453.pdf,8000,Democratic
69,2021-01-26,2021-01-22,,DUK,Duke Energy Corpoation,purchase,"$1,001 - $15,000",Mo Brooks,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf,8000,Republican
70,2021-01-26,2021-01-22,joint,LEE,"Lee Enterprises, Inc.",sale_full,"$1,001 - $15,000",Mo Brooks,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf,8000,Republican
71,2021-01-26,2021-01-22,self,LEE,"Lee Enterprises, Inc.",sale_full,"$1,001 - $15,000",Mo Brooks,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf,8000,Republican
72,2021-01-26,2020-11-24,self,LEE,"Lee Enterprises, Inc.",purchase,"$1,001 - $15,000",Mo Brooks,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf,8000,Republican
73,2021-01-26,2021-01-21,,,Spectra Energy Capital LLC,sale_full,"$1,001 - $15,000",Mo Brooks,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf,8000,Republican
74,2021-01-26,2020-12-01,joint,VTRS,Vitatris Inc.,sale_full,"$1,001 - $15,000",Mo Brooks,AL05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018077.pdf,8000,Republican
75,2021-01-26,2021-01-12,self,GM,General Motors Company,purchase,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018081.pdf,1001,Democratic
76,2021-01-26,2021-01-12,self,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018081.pdf,1001,Democratic
77,2021-01-26,2021-01-14,self,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018081.pdf,1001,Democratic
78,2021-01-26,2021-01-15,self,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018081.pdf,1001,Democratic
79,2021-01-26,2021-01-11,self,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018081.pdf,1001,Democratic
80,2021-01-26,2021-01-12,self,GM,General Motors Company,purchase,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018082.pdf,8000,Democratic
81,2021-01-26,2021-01-12,self,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018082.pdf,1001,Democratic
82,2021-01-26,2021-01-14,self,JIH,"Juniper Industrial Holdings, Inc. Class A",purchase,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018082.pdf,1001,Democratic
83,2021-01-26,2021-01-11,joint,GIS,General Mills,sale_full,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018083.pdf,8000,Democratic
84,2021-01-26,2021-01-12,joint,GM,General Motors Company,purchase,"$1,001 -",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018083.pdf,1001,Democratic
85,2021-01-26,2021-01-11,joint,TMUS,T-Mobile USA,purchase,"$1,001 - $15,000",Alan S. Lowenthal,CA47,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018083.pdf,8000,Democratic
86,2021-01-26,2020-07-02,,COST,Costco Wholesale Corp,purchase,"$1,001 - $15,000",Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,8000,Republican
87,2021-01-26,2020-07-02,,CCI,Crown Castle International Corp,purchase,"$1,001 - $15,000",Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,8000,Republican
88,2021-01-26,2020-07-02,,CVS,CVS Health Corporation,sale_full,"$1,001 - $15,000",Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,8000,Republican
89,2021-01-26,2020-07-02,,DUK,Duke Energy Corp,sale_full,"$1,001 - $15,000",Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,8000,Republican
90,2021-01-26,2020-07-02,,HD,Home Depot,purchase,"$1,001 - $15,000",Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,8000,Republican
91,2021-01-26,2020-07-02,,KMB,Kimberly-Clark Corp,purchase,"$1,001 - $15,000",Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,8000,Republican
92,2021-01-26,2020-07-02,,RGLD,Royal Gold Inc,purchase,"$1,001 - $15,000",Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,8000,Republican
93,2021-01-26,2020-07-02,,V,Visa Inc,purchase,"$1,001 - $15,000",Robert J. Wittman,VA01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018052.pdf,8000,Republican
94,2021-02-25,2021-01-14,,,Oregon State Health and Science University,purchase,"$15,001 - $50,000",Vern Buchanan,FL16,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018280.pdf,32500,Republican
95,2021-02-25,2021-01-21,,CI,Cigna Corporation,sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018224.pdf,8000,Democratic
96,2021-02-25,2021-02-10,,CL,Colgate-Palmolive Company,purchase,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018224.pdf,8000,Democratic
97,2021-02-25,2021-01-28,,CL,Colgate-Palmolive Company,purchase,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018224.pdf,8000,Democratic
98,2021-02-25,2021-01-28,,PPG,"PPG Industries, Inc.",sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018224.pdf,8000,Democratic
99,2021-02-25,2021-02-10,,TRV,"The Travelers Companies, Inc.",sale_partial,"$1,001 - $15,000",Lois Frankel,FL21,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018224.pdf,8000,Democratic
100,2021-02-25,2021-01-15,self,FB,Facebook Inc,purchase,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
101,2021-02-25,2021-01-27,self,,Conn St Hsg Fin Auth Hsh Mtg F,purchase,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
102,2021-02-25,2021-01-08,self,,Indiana Bd Bk Rev,purchase,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
103,2021-02-25,2021-01-14,self,FMS,Fresenius Med Care Ag,purchase,"$50,001 - $100,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,75000,Republican
104,2021-02-25,2021-01-14,self,ACGL,Arch Cap Group Ltd,purchase,"$15,001 - $50,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,32500,Republican
105,2021-02-25,2021-01-13,self,ACGL,Arch Cap Group Ltd,purchase,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
106,2021-02-25,2021-01-05,self,,Triborough Brdg & Tunl Auth N,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
107,2021-02-25,2021-01-05,self,,Triborough Brdg & Tunl Auth N,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
108,2021-02-25,2021-01-04,self,,Purdue Uiv Ind Univ Revs,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
109,2021-02-25,2021-01-04,self,,Oregon St Hsg & Cmnty Svcs Dep,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
110,2021-02-25,2021-01-14,self,BKNG,Booking Hldgs Inc,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
111,2021-02-25,2021-01-15,self,,Massachusetts St Hsg & Cmnty Svcs Dep,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
112,2021-02-25,2021-01-12,self,CB,Chubb Ltd,sale_full,"$1,001 - $15,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,8000,Republican
113,2021-02-25,2021-01-27,self,HON,Honeywell Intl Inc,sale_full,"$15,001 - $50,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,32500,Republican
114,2021-02-25,2021-01-25,self,PCAR,Paccar Inc,sale_full,"$15,001 - $50,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,32500,Republican
115,2021-02-25,2021-01-06,self,PAG,"Pensake Automotive Group, Inc.",sale_full,"$15,001 - $50,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,32500,Republican
116,2021-02-25,2021-01-04,self,,Virginia College Bldg Auth Va,sale_full,"$50,001 - $100,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,75000,Republican
117,2021-02-25,2021-01-12,self,ACN,Accenture Plc,sale_full,"$50,001 - $100,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,75000,Republican
118,2021-02-25,2021-01-06,self,,Indiana Bd Bk Rev,sale_full,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
119,2021-02-25,2021-01-08,self,,Indiana Bd Bk Rev,sale_full,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
120,2021-02-25,2021-01-12,self,,Mesa Arizona,sale_full,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
121,2021-02-25,2021-01-11,self,,West Fargo N D,sale_full,"$100,001 - $250,000",Michael T. McCaul,TX10,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217869.pdf,175000,Republican
