index,disclosure_date,transaction_date,owner,ticker,asset_description,type,amount,representative,district,ptr_link,est_amount,Party
2839,2020-02-10,2020-01-09,joint,MSFT,Microsoft Corporation,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015007.pdf,8000,Democratic
2840,2020-02-10,2020-01-10,joint,PRIM,Primoris Services Corporation,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015007.pdf,8000,Democratic
2841,2020-02-10,2020-01-10,joint,SSL,Sasol Ltd. American Depositary Shares,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015007.pdf,8000,Democratic
2842,2020-02-10,2020-01-10,joint,SLB,Schlumberger N.V.,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015007.pdf,8000,Democratic
2843,2020-02-10,2020-01-10,joint,UBSI,"United Bankshares, Inc.",purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20015007.pdf,8000,Democratic
2844,2021-04-09,2021-04-01,,HOFV,Hall of Fame Resort & Entertainment Company,purchase,"$1,001 - $15,000",Bob Gibbs,OH07,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018545.pdf,8000,Republican
2845,2021-04-09,2021-03-31,joint,DVN,Devon Energy Corporation,purchase,"$1,001 - $15,000",Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018550.pdf,8000,Republican
2846,2021-04-09,2021-03-10,joint,XOM,Exxon Mobil Corp,purchase,"$1,001 - $15,000",Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018550.pdf,8000,Republican
2847,2021-04-09,2021-03-25,joint,HD,Home Depot Inc,purchase,"$1,001 - $15,000",Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018550.pdf,8000,Republican
2848,2021-04-09,2021-03-11,joint,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018550.pdf,8000,Republican
2849,2021-04-09,2021-03-29,joint,WMB,Williams Companies Inc,purchase,"$1,001 - $15,000",Kevin Hern,OK01,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018550.pdf,8000,Republican
2850,2021-04-09,2021-03-03,,BABA,Alibaba Group Holding Limited ADR Shares Rep 8 ord shares,purchase,"$1,001 - $15,000",James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018522.pdf,8000,Democratic
2851,2021-04-09,2021-03-04,,APPL,Apple Inc,purchase,"$1,001 - $15,000",James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018522.pdf,8000,Democratic
2852,2021-04-09,2021-03-09,,APPL,Apple Inc,sale_full,"$1,001 - $15,000",James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018522.pdf,8000,Democratic
2853,2021-04-09,2021-03-08,,APPL,APPLE INC,purchase,"$1,001 - $15,000",James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018522.pdf,8000,Democratic
2854,2021-04-09,2021-03-15,,FB,Facebook Class A,sale_full,"$1,001 - $15,000",James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018522.pdf,8000,Democratic
2855,2021-04-09,2021-03-23,,FB,Facebook Class A,purchase,"$1,001 - $15,000",James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018522.pdf,8000,Democratic
2856,2021-04-09,2021-03-04,,GNRC,Generac Holdings Inc,purchase,"$1,001 - $15,000",James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018522.pdf,8000,Democratic
2857,2021-04-09,2021-03-29,,GNRC,Generac Holdings Inc,purchase,"$1,001 - $15,000",James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018522.pdf,8000,Democratic
2858,2021-04-09,2021-03-31,,GNRC,"Generac Holdings Inc - Call Opts at $350, expires 4/16",sale_full,"$1,001 - $15,000",James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018522.pdf,8000,Democratic
2859,2021-04-09,2021-03-26,,ROKU,"Roku Inc - Call Opts at $300, expires 4/30",purchase,"$1,001 - $15,000",James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018522.pdf,8000,Democratic
2860,2021-04-09,2021-03-24,,ROKU,"Roku Inc - Call Opts at $130, expires 4/16",purchase,"$1,001 - $15,000",James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018522.pdf,8000,Democratic
2861,2021-04-09,2021-03-24,,SQ,"Square inc Class A - Call Opts at $220, expires 4/9",purchase,"$1,001 - $15,000",James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018522.pdf,8000,Democratic
2862,2021-04-09,2021-03-31,,SQ,"Square inc - Call Opts at $220, expires 4/9",sale_full,"$1,001 - $15,000",James R. Langevin,RI02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018522.pdf,8000,Democratic
2863,2021-04-09,2021-03-19,self,MSFT,Microsoft Corporation - Exercised 150 call options (15K shares) expiring 3/19/2021 @ $130,purchase,"$1,000,001 - $5,000,000",Nancy Pelosi,CA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018539.pdf,3000000,Democratic
2864,2021-04-09,2021-03-19,self,MSFT,Microsoft Corporation - Exercised 100 call options (10K shares) expiring 3/19/2021 @ $140,purchase,"$1,000,001 - $5,000,000",Nancy Pelosi,CA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018539.pdf,3000000,Democratic
2865,2021-04-09,2021-03-10,self,RBLX,Roblox Corporation - purchase 10K shares,purchase,"$500,001 - $1,000,000",Nancy Pelosi,CA12,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20018539.pdf,750000,Democratic
2866,2021-04-09,2021-03-11,joint,,King County WA School Dist No 414 Lake 1.75% 12/1/2024,purchase,"$100,001 - $250,000",Ann Wagner,MO02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217937.pdf,175000,Republican
2867,2021-04-09,2021-03-15,joint,,Arkansas Cnty TX LTD Ntd 2021 3% 2/16/2022,purchase,"$100,001 - $250,000",Ann Wagner,MO02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/8217937.pdf,175000,Republican
2868,2021-08-11,2020-09-04,,MU,Micron Technology Inc,sale_full,"$15,001 - $50,000",Brian Higgins,NY26,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019288.pdf,32500,Democratic
2869,2021-08-11,2020-09-04,,NVDA,NVIDIA Corporation,purchase,"$15,001 - $50,000",Brian Higgins,NY26,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019288.pdf,32500,Democratic
2870,2021-08-11,2020-09-04,,ANY,Sphere 3D Corp - Common Shares,sale_full,"$15,001 - $50,000",Brian Higgins,NY26,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2021/20019289.pdf,32500,Democratic
2871,2022-01-10,2021-12-23,,RIVN,Rivian Automotive Inc Class A,sale_full,"$1,001 - $15,000",Daniel Crenshaw,TX02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020189.pdf,8000,Republican
2872,2022-01-10,2021-12-14,,RIVN,Rivian Automotive Inc Class A,purchase,"$1,001 - $15,000",Daniel Crenshaw,TX02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020189.pdf,8000,Republican
2873,2022-01-10,2021-12-29,,TSLA,Tesla Inc,sale_partial,"$1,001 - $15,000",Daniel Crenshaw,TX02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020189.pdf,8000,Republican
2874,2022-01-10,2022-01-10,,FAS,Direxion Financial Bull 3X Shares,sale_full,"$15,001 - $50,000",Daniel Crenshaw,TX02,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020197.pdf,32500,Republican
2875,2022-01-10,2021-12-15,,KO,Coca-Cola Company,purchase,"$1,001 - $15,000",Lloyd Doggett,TX35,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020191.pdf,8000,Democratic
2876,2022-01-10,2021-12-16,,HD,Home Depot Inc,purchase,"$1,001 - $15,000",Lloyd Doggett,TX35,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020191.pdf,8000,Democratic
2877,2022-01-10,2021-12-10,,IBM,International Business Machines Corporation,purchase,"$1,001 - $15,000",Lloyd Doggett,TX35,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020191.pdf,8000,Democratic
2878,2022-01-10,2021-12-10,,PPG,PPG Industries Inc,purchase,"$1,001 - $15,000",Lloyd Doggett,TX35,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020191.pdf,8000,Democratic
2879,2022-01-10,2021-12-28,joint,AFRM,Affirm Holdings Inc Class A,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2880,2022-01-10,2021-12-06,joint,APD,Air Products and Chemicals Inc,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2881,2022-01-10,2021-12-08,joint,BABA,Alibaba Group Holding Limited ADR Shares Each representing 8 ordinary shares,sale_full,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2882,2022-01-10,2021-12-14,joint,AAPl,Apple Inc,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2883,2022-01-10,2021-12-15,joint,AZTA,Azenta Inc,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2884,2022-01-10,2021-12-03,joint,AZTA,Azenta Inc,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2885,2022-01-10,2021-12-02,joint,BCPC,Balchem Corporation,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2886,2022-01-10,2021-12-09,joint,BIIB,Biogen Inc,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2887,2022-01-10,2021-12-09,joint,COF,Capital One Financial Corporation,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2888,2022-01-10,2021-12-02,,CCXI,ChemoCentryx Inc,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2889,2022-01-10,2021-12-06,joint,CCI,Crown Castle International Corp,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2890,2022-01-10,2021-12-21,joint,XNGSY,ENN Energy Holdings Ltd Unsponsored ADR,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2891,2022-01-10,2021-12-09,joint,HQY,HealthEquity Inc,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2892,2022-01-10,2021-12-21,joint,ITCI,Intra-Cellular Therapies Inc,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2893,2022-01-10,2021-12-21,joint,ITUB,Itau Unibanco Banco Holding SA ADR shares,sale_full,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2894,2022-01-10,2021-12-01,joint,MTCH,Match Group Inc,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2895,2022-01-10,2021-12-02,joint,FB,Meta Platforms Inc -  Class A,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2896,2022-01-10,2021-12-29,joint,FB,Meta Platforms Inc -  Class A,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2897,2022-01-10,2021-12-06,joint,MSFT,Microsoft Corporation,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2898,2022-01-10,2021-12-15,joint,MTX,Minerals Technologies Inc,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2899,2022-01-10,2021-12-09,joint,NCLTY,Nitori Holdings Co Ltd ADR,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2900,2022-01-10,2021-12-09,joint,OLLI,Ollies Bargain Outlet Holdings Inc,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2901,2022-01-10,2021-12-09,joint,CSPCY,Pharmaceutical GRP LTS,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2902,2022-01-10,2021-12-15,joint,PHR,Phreesia Inc,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2903,2022-01-10,2021-12-28,joint,PNGAY,Ping An Insurance,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2904,2022-01-10,2021-12-02,joint,SKY,Skyline Champion Corporation,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2905,2022-01-10,2021-12-09,joint,SNAP,Snap Inc Class A,exchange,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2906,2022-01-10,2021-12-28,joint,TCEHY,Tencent Holdings Limited Unsponsored ADR Representing B Shares,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2907,2022-01-10,2021-12-09,joint,VZ,Verizon Communications Inc,sale_partial,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2908,2022-01-10,2021-12-22,joint,XP,XP Inc - Class A,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2909,2022-01-10,2021-12-21,joint,XP,XP Inc - Class A,purchase,"$1,001 - $15,000",Josh Gottheimer,NJ05,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020154.pdf,8000,Democratic
2910,2022-01-10,2021-12-30,,,NC Hospital Revenue Bonds - Caromont Health,purchase,"$1,001 - $15,000",David E. Price,NC04,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020196.pdf,8000,Democratic
2911,2022-01-10,2021-12-28,,APD,Air Products and Chemicals Inc,sale_full,"$1,001 - $15,000","Robert C. ""Bobby"" Scott",VA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020194.pdf,8000,Democratic
2912,2022-01-10,2021-12-28,,CSL,Carlisle Companies Inc,sale_full,"$1,001 - $15,000","Robert C. ""Bobby"" Scott",VA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020194.pdf,8000,Democratic
2913,2022-01-10,2021-12-28,,FITB,Fifth Third Bancorp,sale_full,"$1,001 - $15,000","Robert C. ""Bobby"" Scott",VA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020194.pdf,8000,Democratic
2914,2022-01-10,2021-12-28,,INTC,Intel Corporation,sale_full,"$1,001 - $15,000","Robert C. ""Bobby"" Scott",VA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020194.pdf,8000,Democratic
2915,2022-01-10,2021-12-28,,IFF,International Flavors & Fragrances Inc,sale_full,"$1,001 - $15,000","Robert C. ""Bobby"" Scott",VA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020194.pdf,8000,Democratic
2916,2022-01-10,2021-12-28,,JPM,JP Morgan Chase & Co,sale_full,"$1,001 - $15,000","Robert C. ""Bobby"" Scott",VA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020194.pdf,8000,Democratic
2917,2022-01-10,2021-12-28,,LIN,Linde plc Ordinary Shares,sale_full,"$1,001 - $15,000","Robert C. ""Bobby"" Scott",VA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020194.pdf,8000,Democratic
2918,2022-01-10,2021-12-28,,PFE,Pfizer Inc,sale_full,"$1,001 - $15,000","Robert C. ""Bobby"" Scott",VA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020194.pdf,8000,Democratic
2919,2022-01-10,2021-12-28,,SHW,Sherwin-Williams Company,sale_full,"$1,001 - $15,000","Robert C. ""Bobby"" Scott",VA03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/20020194.pdf,8000,Democratic
2920,2022-01-10,2022-01-06,,ROKU,Roku,sale_full,"$15,001 - $50,000",David Kustoff,TN08,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2022/8218527.pdf,32500,Republican
2921,2020-04-16,2020-03-26,self,ACN,Accenture plc Class A Ordinary Shares,purchase,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2922,2020-04-16,2020-02-28,self,AGN,Allergan plc Ordinary Shares,sale_full,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2923,2020-04-16,2020-03-20,self,AVT,"Avnet, Inc.",sale_full,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2924,2020-04-16,2020-03-19,self,BG,Bunge Limited Bunge Limited,sale_full,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2925,2020-04-16,2020-03-10,self,SCHW,Charles Schwab Corporation,purchase,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2926,2020-04-16,2020-03-02,self,CB,Chubb Limited,purchase,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2927,2020-04-16,2020-03-26,self,FRC,FIRST REPUBLIC BaNK,purchase,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2928,2020-04-16,2020-03-03,self,GD,General Dynamics Corporation,purchase,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2929,2020-04-16,2020-03-10,self,GD,General Dynamics Corporation,purchase,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2930,2020-04-16,2020-03-20,self,HD,"Home Depot, Inc.",purchase,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2931,2020-04-16,2020-03-04,self,HPQ,HP Inc.,sale_full,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2932,2020-04-16,2020-03-23,self,,Intel Corp 2.7% Due 12/15/22,purchase,"$15,001 - $50,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,32500,Democratic
2933,2020-04-16,2020-03-05,self,INTC,Intel Corporation,purchase,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2934,2020-04-16,2020-03-10,self,INTC,Intel Corporation,purchase,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2935,2020-04-16,2020-03-27,self,KEY,KeyCorp,sale_full,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2936,2020-04-16,2020-03-10,self,MEOH,Methanex Corporation,sale_full,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2937,2020-04-16,2020-04-01,self,,Microsoft Corp 2.875%24 Due 02/06/24,purchase,"$15,001 - $50,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,32500,Democratic
2938,2020-04-16,2020-03-03,self,MSFT,Microsoft Corporation,purchase,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2939,2020-04-16,2020-03-24,self,TAP,Molson Coors Beverage Company Class B,sale_full,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2940,2020-04-16,2020-03-26,self,NEM,Newmont Corporation,sale_partial,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2941,2020-04-16,2020-03-02,self,DGX,Quest Diagnostics Incorporated,purchase,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2942,2020-04-16,2020-03-03,self,SNOXX,Sch Treas Obligation MMF Investor Shares,purchase,"$250,001 - $500,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,375000,Democratic
2943,2020-04-16,2020-03-05,self,SNOXX,Sch Treas Obligation MMF Investor Shares,sale_partial,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2944,2020-04-16,2020-03-04,self,SNOXX,Sch Treas Obligation MMF Investor Shares,sale_partial,"$50,001 - $100,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,75000,Democratic
2945,2020-04-16,2020-03-10,self,SNOXX,Sch Treas Obligation MMF Investor Shares,sale_partial,"$15,001 - $50,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,32500,Democratic
2946,2020-04-16,2020-03-23,self,SNOXX,Sch Treas Obligation MMF Investor Shares,sale_partial,"$15,001 - $50,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,32500,Democratic
2947,2020-04-16,2020-03-26,self,SBUX,Starbucks Corporation,purchase,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2948,2020-04-16,2020-03-26,self,STT,State Street Corporation,sale_full,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2949,2020-04-16,2020-03-03,self,UL,Unilever PlC,purchase,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2950,2020-04-16,2020-03-02,self,,Us TREASUR NT 2.25% 02/20,sale_full,"$250,001 - $500,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,375000,Democratic
2951,2020-04-16,2020-03-05,self,,Us Treasury Bill2ou S T Due 05/07/20,purchase,"$50,001 - $100,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,75000,Democratic
2952,2020-04-16,2020-03-02,self,VIAC,ViacomCBs Inc. - Class B,purchase,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2953,2020-04-16,2020-02-28,self,DIS,Walt Disney Company,purchase,"$1,001 - $15,000",Earl Blumenauer,OR03,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016347.pdf,8000,Democratic
2954,2020-04-16,2020-03-18,,MMM,3M Company,sale_full,"$1,001 - $15,000",Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,8000,Democratic
2955,2020-04-16,2020-03-31,,AIR,AAR Corp.,sale_full,"$1,001 - $15,000",Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,8000,Democratic
2956,2020-04-16,2020-03-18,,ABT,Abbott Laboratories,purchase,"$1,001 - $15,000",Gilbert Cisneros,CA39,https://disclosures-clerk.house.gov/public_disc/ptr-pdfs/2020/20016402.pdf,8000,Democratic
